record_id,source,job_id,title,company,company_url,location,work_from_home,salary,salary_disclosed,employment_type,work_type,job_level,ee_status,posted_raw,posted_date,expires,reference,description,description_length,has_description,url,search_scope,scraped_date,description_source,salary_detail_from_page,desired_skills
CJ-0226,CareerJunction,2643571,Winder Electrician,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Johannesburg,No,R Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/winder-electrician-job-2643571.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0227,CareerJunction,2643572,Survey Superintendent at MSP,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Johannesburg,No,"R141,700 - R158,300 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/survey-superintendent-at-msp-job-2643572.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0228,CareerJunction,2643573,Product Manager (Cleaning Chemicals & Equipment) (JHB),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Germiston,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 18 days,2608116,,0,No,https://www.careerjunction.co.za/product-manager-cleaning-chemicals-%26amp-equipment-jhb-job-2643573.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0229,CareerJunction,2643576,Finance / Logistics Co-ordinator,Kelly,https://www.careerjunction.co.za/companies/36934/kelly,Boksburg,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/finance-logistics-co-ordinator-job-2643576.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0230,CareerJunction,2643580,Payroll Administrator,Swift Recruitment,https://www.careerjunction.co.za/companies/36298/swift-recruitment,Boksburg,No,"R35,000 - R37,000 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/payroll-administrator-job-2643580.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0231,CareerJunction,2643581,Data Engineer at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Johannesburg,No,R Undisclosed,No,Contract,,Senior,EE,15 Aug 2026,2026-08-15,in 20 days,878000021977384,,0,No,https://www.careerjunction.co.za/data-engineer-at-sabenza-it-%26-recruitment-job-2643581.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0232,CareerJunction,2643582,Sales Representative (Pretoria),Sales Fraternity,https://www.careerjunction.co.za/companies/37163/sales-fraternity,Pretoria Region,No,"R28,000 per month",Yes,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/sales-representative-pretoria-job-2643582.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0233,CareerJunction,2643584,Administrator/ Artist and Event Coordinator (Music - Entertainment - Table View - Cape Town),Kwena Human Capital,https://www.careerjunction.co.za/companies/26080/kwena-human-capital,Table View,No,Undisclosed,No,Contract,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/administrator-artist-and-event-coordinator-music-entertainment-table-view-cape-town-job-2643584.aspx,Jobs in western cape,2026-08-16,,,
CJ-0234,CareerJunction,2643586,Legal Secretary,Kelly,https://www.careerjunction.co.za/companies/36934/kelly,Cape Town CBD,No,R Undisclosed,No,Permanent,,Intermediate,EE,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/legal-secretary-job-2643586.aspx,Jobs in western cape,2026-08-16,,,
CJ-0235,CareerJunction,2643589,Business Development Representative - Gauteng at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Gauteng,Yes,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,70128,,0,No,https://www.careerjunction.co.za/business-development-representative-gauteng-at-ntice-sourcing-solutions-pty-ltd-job-2643589.aspx,All Jobs in All Locations; Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0236,CareerJunction,2643590,Internal Sales & Administrator,KingsleyIrons Recruitment,https://www.careerjunction.co.za/companies/27630/kingsleyirons-recruitment,Randjespark,No,"R15,000 - R20,000 per month",Yes,Permanent,,Junior,,15 Aug 2026,2026-08-15,in 24 days,5dce1b34-6b35-4,,0,No,https://www.careerjunction.co.za/internal-sales-%26amp-administrator-job-2643590.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0237,CareerJunction,2643591,Business Development Representative - KZN at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Umhlanga,Yes,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,70161,,0,No,https://www.careerjunction.co.za/business-development-representative-kzn-at-ntice-sourcing-solutions-pty-ltd-job-2643591.aspx,Jobs in kwazulu-natal; Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0238,CareerJunction,2643593,Business Development Representative - Western Cape at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Western Cape,Yes,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,70194,,0,No,https://www.careerjunction.co.za/business-development-representative-western-cape-at-ntice-sourcing-solutions-pty-ltd-job-2643593.aspx,Jobs in western cape; Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0239,CareerJunction,2643595,Events Sales Executive,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Johannesburg,No,"R8,300 - R25,000 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 21 days,197335,,0,No,https://www.careerjunction.co.za/events-sales-executive-job-2643595.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0240,CareerJunction,2643596,Database Manager (Transaction Support),Fides Recruitment,https://www.careerjunction.co.za/companies/36302/fides-recruitment,Sandown,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/database-manager-transaction-support-job-2643596.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0241,CareerJunction,2643597,Head of Technical - Solar PV (In Office - CPT),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Cape Town,No,R Undisclosed,No,Learnership,,,,15 Aug 2026,2026-08-15,in 18 days,2608117,,0,No,https://www.careerjunction.co.za/head-of-technical-solar-pv-in-office-cpt-job-2643597.aspx,Jobs in western cape,2026-08-16,,,
CJ-0242,CareerJunction,2643598,DevOps/Cloud Engineer,Paracon,https://www.careerjunction.co.za/companies/12652/paracon,Braamfontein (Braampark),No,R Undisclosed,No,Contract,,Specialist,,15 Aug 2026,2026-08-15,in 24 days,693278977781311,,0,No,https://www.careerjunction.co.za/devops-cloud-engineer-job-2643598.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0243,CareerJunction,2643599,AI Programme & Product Lead,Paracon,https://www.careerjunction.co.za/companies/12652/paracon,Randjespark,No,R Undisclosed,No,Temporary,,Specialist,,15 Aug 2026,2026-08-15,in 24 days,360713191601837,,0,No,https://www.careerjunction.co.za/ai-programme-%26amp-product-lead-job-2643599.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0244,CareerJunction,2643600,Junior Mechanical Draughtsman,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Germiston,No,"R25,000 - R30,000 per month",Yes,Internship,,,,15 Aug 2026,2026-08-15,in 25 days,197323,,0,No,https://www.careerjunction.co.za/junior-mechanical-draughtsman-job-2643600.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0245,CareerJunction,2643601,Senior Broker,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Somerset West,No,"R20,800 - R29,200 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 25 days,197379,,0,No,https://www.careerjunction.co.za/senior-broker-job-2643601.aspx,Jobs in western cape,2026-08-16,,,
CJ-0246,CareerJunction,2643602,Sales Representative - Food Raw Material Ingredients,Talentsphere,https://www.careerjunction.co.za/companies/23406/talentsphere,Gauteng,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 19 days,PS010710,,0,No,https://www.careerjunction.co.za/sales-representative-food-raw-material-ingredients-job-2643602.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0247,CareerJunction,2643603,Senior Mechanical Engineer,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Cape Town,No,"R60,000 - R80,000 per month",Yes,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 15 days,197381,,0,No,https://www.careerjunction.co.za/senior-mechanical-engineer-job-2643603.aspx,All Jobs in All Locations; Jobs in western cape; CareerJunction - all jobs,2026-08-16,,,
CJ-0248,CareerJunction,2643604,Senior BI Developer (JHB Hybrid),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Rosebank,No,R Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 19 days,2608118,,0,No,https://www.careerjunction.co.za/senior-bi-developer-jhb-hybrid-job-2643604.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0249,CareerJunction,2643605,Investment Administration Specialist,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Cape Town CBD,No,Undisclosed,No,Permanent,,Specialist,,07 Aug 2026,2026-08-07,in 25 days,62179,,0,No,https://www.careerjunction.co.za/investment-administration-specialist-job-2643605.aspx,All Jobs in All Locations; Jobs in western cape; CareerJunction - all jobs,2026-08-16,,,
CJ-0250,CareerJunction,2643606,Technical Services Manager,GAP Recruitment Agency,https://www.careerjunction.co.za/companies/37771/gap-recruitment-agency,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Management,,15 Aug 2026,2026-08-15,in 25 days,TSM01,,0,No,https://www.careerjunction.co.za/technical-services-manager-job-2643606.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0251,CareerJunction,2643607,Senior Platform Engineer (JHB) at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Johannesburg,No,R01 - R02 per month,Placeholder,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 21 days,878000022840188,"Building scalable platforms and self-service capabilities. Expertise in AWS, Kubernetes, GitOps, and Infrastructure as Code (Terraform). Requires 6+ years in Public Cloud and experience with Crossplane/ArgoCD.",209,Yes,https://www.careerjunction.co.za/senior-platform-engineer-jhb-at-sabenza-it-%26-recruitment-job-2643607.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,job page (summarised),,
CJ-0252,CareerJunction,2643608,Senior Platform Engineer (PTA) at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Pretoria,No,R01 - R02 per month,Placeholder,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 21 days,878000022840222,,0,No,https://www.careerjunction.co.za/senior-platform-engineer-pta-at-sabenza-it-%26-recruitment-job-2643608.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0253,CareerJunction,2643609,Information Pharmacist (6 Month Fixed Term),MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban North,No,Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 25 days,,,0,No,https://www.careerjunction.co.za/information-pharmacist-6-month-fixed-term-job-2643609.aspx,All Jobs in All Locations; Jobs in kwazulu-natal; CareerJunction - all jobs,2026-08-16,,,
CJ-0254,CareerJunction,2643610,Senior Platform Engineer (CPT) at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Cape Town,No,R01 - R02 per month,Placeholder,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 21 days,878000022840255,,0,No,https://www.careerjunction.co.za/senior-platform-engineer-cpt-at-sabenza-it-%26-recruitment-job-2643610.aspx,All Jobs in All Locations; Jobs in western cape; CareerJunction - all jobs,2026-08-16,,,
CJ-0255,CareerJunction,2643612,Patient Administration Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Johannesburg,No,Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 25 days,,,0,No,https://www.careerjunction.co.za/patient-administration-manager-job-2643612.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0256,CareerJunction,2643613,Registered Nurse - Scrub,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban North,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 25 days,,,0,No,https://www.careerjunction.co.za/registered-nurse-scrub-job-2643613.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0257,CareerJunction,2643614,Fire Detection Technical Programmer,The Recruitment Pig,https://www.careerjunction.co.za/companies/37518/the-recruitment-pig,South Africa,No,"R18,000 - R28,000 per month",Yes,Permanent,,Intermediate,,07 Aug 2026,2026-08-07,in 6 days,JHB000115,,0,No,https://www.careerjunction.co.za/fire-detection-technical-programmer-job-2643614.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0258,CareerJunction,2643615,Contracts Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban North,No,Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 25 days,,,0,No,https://www.careerjunction.co.za/contracts-manager-job-2643615.aspx,All Jobs in All Locations; Jobs in kwazulu-natal; CareerJunction - all jobs,2026-08-16,,,
CJ-0259,CareerJunction,2643616,Sales Executive,Intellistaff Outsourced Services,https://www.careerjunction.co.za/companies/33712/intellistaff-outsourced-services,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 20 days,JHB003870,,0,No,https://www.careerjunction.co.za/sales-executive-job-2643616.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0260,CareerJunction,2643617,Lead Door Installer,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Tierpoort,No,Undisclosed,No,Permanent,,Junior,,07 Aug 2026,2026-08-07,in 25 days,,,0,No,https://www.careerjunction.co.za/lead-door-installer-job-2643617.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0261,CareerJunction,2643618,Structural Draughtsman,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Johannesburg,No,Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 25 days,,,0,No,https://www.careerjunction.co.za/structural-draughtsman-job-2643618.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0262,CareerJunction,2643619,ServiceNow Health & Safety Technical Consultant / Developer at Datonomy Solutions,Datonomy Solutions (Cape Town),https://www.careerjunction.co.za/companies/31023/datonomy-solutions-cape-town,Sandton,No,"R80,000 - R95,000 per month",Yes,Contract,,Specialist,,15 Aug 2026,2026-08-15,in 19 days,858,,0,No,https://www.careerjunction.co.za/servicenow-health-%26amp-safety-technical-consultant-developer-at-datonomy-solutions-job-2643619.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0263,CareerJunction,2643620,Area Sales Manager,Dananda Talent,https://www.careerjunction.co.za/companies/34524/dananda-talent,Sandton,No,R Undisclosed,No,Permanent,,Intermediate,,07 Aug 2026,2026-08-07,in 21 days,JHB000880,,0,No,https://www.careerjunction.co.za/area-sales-manager-job-2643620.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0264,CareerJunction,2643621,Senior PV Technician,The Talent Experts,https://www.careerjunction.co.za/companies/32956/the-talent-experts,Upington,No,Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 25 days,KT,,0,No,https://www.careerjunction.co.za/senior-pv-technician-job-2643621.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0265,CareerJunction,2643622,Hybrid Plant Manager,The Talent Experts,https://www.careerjunction.co.za/companies/32956/the-talent-experts,Upington,No,Undisclosed,No,Permanent,,Senior,,07 Aug 2026,2026-08-07,in 25 days,KT,,0,No,https://www.careerjunction.co.za/hybrid-plant-manager-job-2643622.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0266,CareerJunction,2643623,Customer Sales Consultant,Dananda Talent,https://www.careerjunction.co.za/companies/34524/dananda-talent,Middelburg,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 15 days,JHB000881,"Our client is actively looking for a talented, vibrant, highly motivated and disciplined Customer Sales Consultant who will represent the company as a brand ambassador and offer sales services to our customers. Job Requirements: Sales territory – Graaff Reinet, Cradock, Aberdeen, Middelburg (EC), Victoria West, Britstown, De Aar, Hanover and Jansenville. Area of residence – Graaff Reinet, Cradock, Aberdeen, Middelburg (EC), Victoria West, Britstown, De Aar, Hanover and Jansenville. Minimum of 2 years sales experience in a relevant industry. Knowledge in the automotive industry is an advantage. Key account management experience will be advantageous. Matric or equivalent. Legal and valid driver’s license with no endorsements. South African Citizen. Well-spoken / good English. Afrikaans speaking is an advantage. No Criminal Record or Charges. Clear credit history. No Disciplinary records. Role & Responsibilities: Target achievement. Ensure that the current customers are serviced according to predetermined schedules. Update customer information according to company requirements. Sales reports. Territory development through networking and cold calls. Payment collections and credit control.",1203,Yes,https://www.careerjunction.co.za/customer-sales-consultant-job-2643623.aspx,All Jobs in All Locations; Jobs in eastern cape; CareerJunction - all jobs,2026-08-16,job page (full text),"Basic Salary, Medical Aid, Provident Fund, 50% Maternity Benefit, Company Vehicle including fuel, Communication Allowance, Commission to be earned.",Sales reports; Cold calls; Payment collections
CJ-0267,CareerJunction,2643624,Customer Sales Consultant,Dananda Talent,https://www.careerjunction.co.za/companies/34524/dananda-talent,Pietermaritzburg (Pietermaritzburg Central),No,R Undisclosed,No,Permanent,,Intermediate,,07 Aug 2026,2026-08-07,in 21 days,JHB000882,,0,No,https://www.careerjunction.co.za/customer-sales-consultant-job-2643624.aspx,All Jobs in All Locations; Jobs in kwazulu-natal; CareerJunction - all jobs,2026-08-16,,,
